4r40_C		_0_B_2_j_3_A_0_-_1_C_2_B_7_G_0_-_2_B_0_-_7_G_12_G_0_-_12_G_12_G_12_G_2_B_17_B	_6_E_0_-_6_A_5_E_6_E_5_D_5_E_6_D_6_B_17_E_5_E_6_E_6_A_7_E_5_G_2_G_5_B_7_C	0-13	12-28	BjACBGBGGGGGBBbi	CDiBbeHHImFFEAEEDEDBEEEAEGGBCEFCF	0.558
4cte_A		_0_B_2_j_3_A_0_-_1_C_2_B_7_G_2_B_7_G_0_-_12_G_12_G_12_G_12_G_2_B_17_B_8_b_6_i	_13_B_1_b_0_C_2_J_2_D_1_B_9_G_0_-_6_H_2_c_6_E_6_H_5_H_7_F_3_E_2_F_0_-_1_j	0-15	2-17	BjACBGBGGGGGBBbi	EBBbCJDBGHcEHHFEFjHbK	0.602
5d2n_D		_3_A_1_C_2_B_7_G_2_B_0_-_7_G_0_-_12_G_12_G_12_G_12_G_2_B_17_B_8_b	_0_D_4_E_8_F_6_E_4_B_2_D_5_E_4_b_1_G_10_E_8_E_7_E_15_B_3_D_0_b	2-14	0-14	BjACBGBGGGGGBBbi	DEFEBDEbGEEEBDbIc	0.597
5ue8_A		_0_B_2_j_3_A_0_-_0_-_1_C_2_B_0_-_0_-_0_-_0_-_0_-_7_G_0_-_2_B_7_G_12_G_12_G_12_G_12_G_2_B_17_B_8_b_6_i	_10_C_0_-_5_A_6_A_2_b_1_C_5_A_4_b_4_j_2_o_2_h_4_l_9_I_8_F_2_C_10_H_7_F_3_G_7_F_5_H_0_-_0_-_9_k_30_h	0-15	1-21	BjACBGBGGGGGBBbi	lCAAbCAbjohlIFCHFGFHkhlldncnoglbrkctmrobrlommdi	0.355
7na9_D		_1_C_2_B_7_G_2_B_7_G_12_G_12_G_0_-_12_G_0_-_12_G_0_-_0_-_2_B_17_B	_1_D_3_B_4_G_8_E_6_E_6_B_7_E_0_b_1_E_4_b_1_F_8_c_2_b_2_A_3_F	3-13	1-15	BjACBGBGGGGGBBbi	bDBGEEBEbEbFcbAF	0.467
5m30_F		_1_C_2_B_7_G_2_B_7_G_12_G_0_-_12_G_12_G_0_-_12_G_2_B_17_B	_0_E_2_C_4_H_1_b_0_H_6_F_4_B_7_E_4_E_4_b_1_J_2_E_3_E	3-13	0-12	BjACBGBGGGGGBBbi	ECHbHFBEEbJEE	0.489
7ryu_L		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_0_-_7_G_0_-_12_G_12_G_0_-_12_G_12_G_2_B_17_B	_4_F_1_b_4_E_6_E_5_B_7_E_2_E_4_b_1_H_2_C_3_E_7_D_3_d_3_J_4_E_2_B_3_B	0-13	2-18	BjACBGBGGGGGBBbi	ADFbEEBEEbHCEDdJEBBAHeFF	0.485
7uln_B		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_7_G_12_G_12_G_0_-_12_G_12_G_0_-_2_B_0_-_0_-_17_B_0_-_8_b	_0_E_0_-_0_-_2_E_7_A_5_F_2_F_1_F_2_I_3_J_1_C_8_D_10_E_1_K_5_A_2_A_5_K_4_E_3_A_2_b	0-14	0-17	BjACBGBGGGGGBBbi	EEAFFFIJCDEKAAKEAbEHB	0.398
5tkq_A		_0_B_2_j_0_-_3_A_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_12_G_2_B_17_B_0_-_0_-_8_b_0_-_6_i	_0_A_0_f_1_b_6_E_2_E_8_B_4_F_0_-_2_F_2_F_3_D_5_D_4_F_7_E_6_F_4_k_1_d_4_b_17_A_0_f	0-15	0-18	BjACBGBGGGGGBBbi	AfbEEBFFFDDFEFkdbAfdADDFDDDDEb	0.436
8d47_H		_1_C_2_B_7_G_0_-_2_B_7_G_0_-_12_G_12_G_0_-_12_G_0_-_0_-_12_G_2_B_0_-_17_B_8_b	_0_D_2_B_5_G_3_b_2_E_5_F_6_B_7_E_4_E_4_b_1_G_5_c_8_C_3_D_8_D_4_J_4_C_0_b	3-14	0-17	BjACBGBGGGGGBBbi	DBGbEFBEEbGcCDDJCbBAIcEbE	0.456
5ea0_H		_1_C_2_B_7_G_0_-_2_B_7_G_0_-_12_G_0_-_12_G_0_-_12_G_0_-_12_G_2_B_0_-_17_B_8_b	_0_D_2_B_5_G_3_b_2_E_5_F_6_B_7_E_0_b_1_E_4_b_1_G_6_C_3_D_8_D_4_J_4_C_0_b	3-14	0-17	BjACBGBGGGGGBBbi	DBGbEFBEbEbGCDDJCbBAIbFF	0.464
7xrz_B		_1_C_2_B_7_G_0_-_2_B_7_G_0_-_12_G_0_-_12_G_0_-_12_G_0_-_12_G_2_B_0_-_17_B_8_b	_0_C_3_B_5_G_3_b_2_E_6_F_4_C_7_E_0_b_1_E_4_b_1_F_9_A_3_D_8_D_10_J_4_C_0_b	3-14	0-17	BjACBGBGGGGGBBbi	CBGbEFCEbEbFADDJCbBBJEbE	0.463
3bj9_1		_3_A_1_C_2_B_7_G_0_-_2_B_7_G_12_G_12_G_0_-_12_G_0_-_12_G_2_B_17_B	_0_A_3_D_0_-_4_F_5_b_2_E_6_G_2_C_7_E_0_b_1_E_4_b_1_F_6_A_3_E	2-13	0-13	BjACBGBGGGGGBBbi	ADFbEGCEbEbFAE	0.513
5xea_B		_0_B_2_j_3_A_1_C_0_-_2_B_0_-_0_-_7_G_2_B_7_G_12_G_12_G_12_G_12_G_2_B_17_B_8_b_6_i	_8_G_4_i_2_B_3_D_0_f_8_B_15_M_2_D_2_F_5_C_5_D_2_E_4_K_7_E_2_D_3_C_2_D_6_b_4_b	0-15	2-20	BjACBGBGGGGGBBbi	JMGiBDfBMDFCDEKEDCDbbydCCbm	0.457
8f5n_A		_0_B_2_j_3_A_0_-_1_C_2_B_0_-_0_-_7_G_2_B_7_G_12_G_0_-_0_-_12_G_12_G_12_G_2_B_0_-_0_-_17_B_8_b	_0_B_0_-_2_F_13_H_12_C_8_E_5_b_2_E_9_H_7_A_5_H_5_I_9_B_1_A_1_J_9_G_9_E_2_E_4_D_4_G_3_E_3_b	0-14	0-20	BjACBGBGGGGGBBbi	BFHCEbEHAHIBAJGEEDGEbGCAG	0.427
6gsz_A		_0_B_2_j_3_A_1_C_0_-_2_B_7_G_0_-_0_-_2_B_7_G_12_G_12_G_0_-_0_-_0_-_12_G_0_-_12_G_0_-_2_B_0_-_17_B_8_b	_0_F_0_-_5_C_6_E_7_H_6_E_19_H_12_D_4_c_4_C_12_H_3_J_1_E_2_A_16_A_1_C_7_I_1_c_17_I_4_D_5_B_3_D_3_D_0_b	0-14	0-22	BjACBGBGGGGGBBbi	FCEHEHDcCHJEAACIcIDBDDbCbAFCMFAAbDBHGDmklkkoohmigegBCGIHDCJ	0.363
6arq_D		_0_B_2_j_3_A_0_-_1_C_0_-_2_B_0_-_0_-_7_G_0_-_2_B_7_G_0_-_12_G_12_G_0_-_12_G_12_G_2_B_17_B	_4_B_0_-_2_B_7_H_7_C_3_C_2_B_13_B_4_b_1_I_2_K_2_E_9_J_3_D_6_F_6_H_3_b_3_F_7_E_9_B_12_E	0-13	2-21	BjACBGBGGGGGBBbi	BDBBHCCBBbIKEJDFHbFEBEECCIJ	0.435
8qfm_B		_2_j_0_-_0_-_3_A_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_12_G_2_B	_0_j_2_b_1_d_3_E_4_E_9_A_4_G_1_E_7_E_3_C_4_D_6_F_5_E_5_F	1-12	0-13	BjACBGBGGGGGBBbi	jbdEEAGEECDFEF	0.491
6wn1_B		_0_B_2_j_3_A_1_C_0_-_2_B_7_G_2_B_7_G_12_G_0_-_12_G_12_G_12_G_2_B_0_-_17_B_8_b	_0_D_0_-_3_A_5_G_3_b_2_E_5_F_6_B_7_E_4_E_4_b_1_G_9_B_4_D_8_D_6_J_3_D_0_b	0-14	0-16	BjACBGBGGGGGBBbi	DAGbEFBEEbGBDDJDbBAIFF	0.496
5y33_A		_0_B_2_j_3_A_1_C_0_-_0_-_2_B_7_G_2_B_7_G_12_G_0_-_12_G_12_G_0_-_0_-_0_-_0_-_12_G_2_B_17_B_8_b_6_i	_0_A_1_b_0_H_2_G_3_f_3_b_1_C_4_E_13_E_16_J_10_H_2_e_11_E_2_H_6_c_2_b_0_B_3_A_10_G_2_E_3_D_0_-_2_g	0-15	0-21	BjACBGBGGGGGBBbi	AbHGfbCEEJHeEHcbBAGEDgIJ	0.356
5lcv_H		_0_B_2_j_3_A_1_C_0_-_2_B_7_G_2_B_7_G_12_G_0_-_12_G_0_-_12_G_12_G_2_B_0_-_17_B_8_b	_0_D_0_-_3_A_5_G_3_b_2_E_5_F_6_B_7_E_4_E_4_b_1_G_0_e_14_C_3_D_8_D_4_J_4_C_0_b	0-14	0-17	BjACBGBGGGGGBBbi	DAGbEFBEEbGeCDDJCbBAHFF	0.469
6vn0_H		_1_C_2_B_7_G_0_-_2_B_7_G_12_G_12_G_0_-_12_G_0_-_12_G_2_B_17_B	_0_C_3_B_5_G_3_b_2_E_6_E_5_A_8_E_0_b_1_E_4_b_1_G_14_C_3_D	3-13	0-13	BjACBGBGGGGGBBbi	CBGbEEAEbEbGCD	0.567
4hjj_H		_0_B_2_j_3_A_1_C_2_B_7_G_0_-_2_B_7_G_0_-_12_G_12_G_0_-_12_G_0_-_12_G_2_B_0_-_17_B_8_b	_5_C_0_-_3_D_10_C_3_B_5_G_3_b_2_E_5_G_4_C_7_E_4_E_4_b_1_G_8_C_3_D_8_D_4_J_4_C_0_b	0-14	11-29	BjACBGBGGGGGBBbi	DAGFFCbDEbGCDCBGbEGCEEbGCDDJCbBAIEbE	0.505
8fat_C		_1_C_2_B_7_G_0_-_2_B_7_G_0_-_12_G_12_G_0_-_12_G_12_G_2_B_17_B_8_b	_0_D_2_B_5_G_3_b_2_E_5_F_6_B_7_E_4_E_4_b_1_H_2_D_3_D_8_D_3_b	3-14	0-14	BjACBGBGGGGGBBbi	DBGbEFBEEbHDDDbJCBAIdEbE	0.577
5kkx_B		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_7_G_12_G_0_-_12_G_0_-_12_G_0_-_12_G_2_B_0_-_17_B_0_-_8_b	_0_F_0_-_4_C_8_C_2_C_4_G_2_G_6_G_5_I_2_b_6_J_3_C_8_G_4_F_8_G_2_F_5_A_10_A_4_G_1_b	0-14	0-18	BjACBGBGGGGGBBbi	FCCCGGGIbJCGFGFAAGbIJ	0.498
6fpv_B		_1_C_2_B_7_G_2_B_7_G_12_G_0_-_12_G_0_-_12_G_0_-_12_G_2_B_17_B	_0_E_1_B_5_G_0_-_4_I_5_G_4_B_7_E_0_b_1_E_4_b_1_I_7_D_3_E	3-13	0-12	BjACBGBGGGGGBBbi	EBGIGBEbEbIDE	0.572
7x2l_B		_1_C_2_B_7_G_2_B_7_G_12_G_0_-_12_G_12_G_0_-_12_G_2_B_17_B	_0_E_2_B_5_H_0_-_5_G_6_E_5_B_7_E_4_E_4_b_1_H_3_C_3_D	3-13	0-11	BjACBGBGGGGGBBbi	EBHGEBEEbHCD	0.626
7evp_B		_0_B_2_j_3_A_0_-_1_C_2_B_7_G_0_-_2_B_0_-_0_-_0_-_7_G_0_-_12_G_0_-_12_G_12_G_0_-_12_G_2_B_17_B_8_b_0_-_0_-_6_i	_3_B_0_-_3_A_1_A_2_A_3_B_1_E_0_g_6_E_8_A_2_A_7_b_11_D_0_j_14_E_3_D_5_G_7_E_0_b_13_E_3_E_5_B_9_b_6_A_2_A_0_j	0-15	4-28	BjACBGBGGGGGBBbi	DgEFBAAABEgEAAbDjEDGEbEEBbAAjcBACCBBhEDC	0.407
5vnv_A		_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_0_-_12_G_2_B_17_B	_0_C_2_C_4_F_8_F_6_F_3_C_7_E_4_E_4_b_1_G_7_B_3_E	3-13	0-11	BjACBGBGGGGGBBbi	CCFFFCEEbGBE	0.644
1lo4_H		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_7_G_12_G_0_-_12_G_12_G_12_G_2_B_0_-_17_B_8_b	_0_D_0_-_3_A_5_G_7_F_5_F_5_B_7_E_4_E_4_b_1_H_3_E_3_D_8_D_10_J_4_C_0_b	0-14	0-15	BjACBGBGGGGGBBbi	DAGFFBEEbHEDDJCbBBJEbE	0.554
1lo2_Y		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_7_G_12_G_0_-_12_G_12_G_12_G_2_B_0_-_17_B_8_b	_0_D_0_-_3_A_5_G_7_F_5_F_5_A_8_E_4_E_4_b_1_H_3_E_3_D_8_D_10_J_4_C_0_b	0-14	0-15	BjACBGBGGGGGBBbi	DAGFFAEEbHEDDJCbBAIEbE	0.537
6db6_H		_1_C_2_B_7_G_0_-_2_B_7_G_12_G_12_G_0_-_12_G_0_-_12_G_2_B_0_-_17_B_8_b	_0_C_3_B_5_G_3_b_1_F_6_F_5_B_7_E_0_b_1_E_4_b_1_G_10_C_3_D_8_D_3_b	3-14	0-15	BjACBGBGGGGGBBbi	CBGbFFBEbEbGCDDbJCbBAIbEbE	0.540
6u3t_A		_1_C_2_B_7_G_0_-_2_B_7_G_12_G_12_G_12_G_0_-_0_-_12_G_0_-_0_-_2_B	_5_G_2_A_4_E_3_L_7_E_8_E_2_E_3_E_5_G_34_c_3_b_12_G_6_N_4_O_4_C	3-12	2-16	BjACBGBGGGGGBBbi	JJGAELEEEEGcbGNOC	0.384
8en0_D		_1_C_2_B_7_G_2_B_7_G_12_G_0_-_12_G_12_G_0_-_12_G_2_B_17_B	_0_C_2_B_5_F_0_-_8_G_2_I_4_A_9_E_4_E_4_b_1_G_6_A_3_D	3-13	0-11	BjACBGBGGGGGBBbi	CBFGIAEEbGAD	0.675
2yd6_A		_0_B_2_j_3_A_1_C_0_-_2_B_7_G_0_-_0_-_2_B_0_-_7_G_12_G_0_-_12_G_12_G_0_-_12_G_2_B_17_B	_3_E_0_-_2_A_5_E_0_b_1_E_9_H_2_J_1_b_6_C_4_C_4_G_5_E_2_A_3_E_2_E_4_b_1_H_2_C_3_F	0-13	3-21	BjACBGBGGGGGBBbi	FCIEAEbEHJbCCGEAEEbHCF	0.444
5ec5_N		_1_C_2_B_0_-_0_-_0_-_7_G_2_B_7_G_12_G_12_G_12_G_12_G_2_B_17_B_8_b	_2_B_10_B_2_R_3_J_4_J_9_H_3_A_5_E_5_F_2_F_6_E_2_E_9_C_4_D_5_b	3-14	2-16	BjACBGBGGGGGBBbi	MRBBRJJHAEFFEECDbAABADDD	0.526
2rg9_A		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_12_G_2_B_17_B_0_-_8_b_6_i	_0_F_5_l_0_-_0_E_2_C_12_G_0_-_4_F_5_E_0_-_0_-_0_-_2_C_16_C_6_g_2_b_4_j	0-15	0-11	BjACBGBGGGGGBBbi	FlECGFECCgbjjcknIFb	0.460
4kf5_D		_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_12_G	_18_H_4_J_2_J_12_C_2_G_2_J_8_H_10_H_8_J	3-11	6-14	BjACBGBGGGGGBBbi	JJIbbbHJJCGJHHJJJ	0.564
7w12_A		_0_B_2_j_3_A_0_-_1_C_2_B_7_G_2_B_0_-_0_-_7_G_12_G_12_G_12_G_12_G_2_B_17_B	_5_D_0_-_10_B_1_d_8_B_5_E_13_E_18_A_5_e_2_K_11_G_6_E_7_H_4_G_17_G_2_F_6_E	0-13	12-27	BjACBGBGGGGGBBbi	CcCNGGOIbqccDBdBEEAeKGEHGGFEHK	0.552
7um3_H		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_0_-_7_G_12_G_0_-_12_G_0_-_12_G_0_-_12_G_2_B_0_-_17_B_0_-_0_-_8_b	_0_E_0_-_2_A_5_G_4_G_6_F_4_B_1_b_3_E_4_E_4_b_1_I_5_A_6_D_8_D_5_J_4_C_0_b_5_B_3_A_5_I_0_b	0-14	0-20	BjACBGBGGGGGBBbi	EAGGFBbEEbIADDJCbBAIbEbE	0.389
7ehg_D		_0_B_2_j_3_A_1_C_0_-_2_B_7_G_2_B_7_G_12_G_12_G_12_G_12_G	_0_C_0_b_0_-_6_C_4_b_0_D_7_G_0_-_3_I_6_E_2_G_7_J_2_J	0-11	0-10	BjACBGBGGGGGBBbi	CbCbDGIEGJJJ	0.595
5m2m_F		_1_C_2_B_7_G_2_B_7_G_12_G_0_-_12_G_12_G_0_-_12_G_0_-_2_B_17_B	_0_C_2_B_5_F_0_-_12_G_6_F_5_B_7_E_4_E_4_b_1_H_7_b_2_A_3_D	3-13	0-12	BjACBGBGGGGGBBbi	CBFGFBEEbHbAD	0.589
7sue_B		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_7_G_12_G_0_-_12_G_12_G_12_G_2_B_0_-_17_B_8_b	_0_B_0_-_3_B_5_F_7_G_5_G_4_C_7_E_4_E_4_b_1_H_15_C_3_D_8_D_7_J_4_C_0_b	0-14	0-15	BjACBGBGGGGGBBbi	BBFGGCEEbHCDDJCbBAIcFbF	0.536
5til_G		_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_0_-_12_G_2_B_17_B	_0_C_2_D_4_F_6_F_6_F_4_C_2_E_4_E_4_b_1_G_6_A_3_E	3-13	0-11	BjACBGBGGGGGBBbi	CDFFFCEEbGAE	0.612
8dkf_A		_1_C_2_B_7_G_0_-_2_B_7_G_0_-_12_G_0_-_12_G_0_-_12_G_12_G_2_B_0_-_17_B_8_b	_0_D_2_B_5_G_3_b_0_H_3_G_6_B_7_E_0_b_1_E_4_b_1_J_16_D_8_D_10_J_4_C_0_b	3-14	0-16	BjACBGBGGGGGBBbi	DBGbHGBEbEbJDDJCbAAIbEbE	0.461
6hzn_A		_0_B_0_-_2_j_0_-_3_A_0_-_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_12_G_2_B_17_B_8_b_6_i	_2_F_1_b_2_b_1_J_2_I_7_G_5_D_2_G_2_H_8_D_10_H_4_H_5_G_3_G_3_F_10_C_4_C_1_b_12_h	0-15	27-45	BjACBGBGGGGGBBbi	klccllnobmopjfjfCCDhcDbbBcGFbbJIGDGHDHHGGFCCbhm	0.529
7byx_A		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_7_G_12_G_0_-_0_-_0_-_12_G_12_G_0_-_12_G_0_-_2_B_0_-_17_B_8_b	_7_E_1_b_5_D_7_F_4_F_6_G_0_-_4_H_2_G_9_D_10_A_3_f_1_G_2_G_5_b_1_G_6_A_5_C_4_C_3_C_0_b	0-14	7-26	BjACBGBGGGGGBBbi	GFEAIHFEbDFFGHGDAfGGbGACCCbBCbCIIFDIFG	0.467
2zgp_A		_0_B_2_j_3_A_1_C_2_B_7_G_0_-_2_B_0_-_7_G_12_G_12_G_12_G_12_G	_0_G_0_-_2_H_4_E_14_E_5_G_4_F_9_C_1_c_7_F_3_E_2_F_6_F_10_G	0-11	0-12	BjACBGBGGGGGBBbi	GHEEGFCcFEFFG	0.501
7urp_A		_7_G_2_B_7_G_12_G_12_G_0_-_12_G_12_G_0_-_2_B_17_B_8_b	_0_G_6_E_3_H_4_I_5_F_7_B_4_I_5_I_3_L_1_A_4_A_1_b	5-14	0-11	BjACBGBGGGGGBBbi	GEHIFBIILAAbDAcG	0.635
8i4k_D		_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_12_G	_5_H_4_J_2_J_12_C_2_G_2_J_4_J_9_J_5_J	3-11	7-15	BjACBGBGGGGGBBbi	JJbIbbcHJJCGJJJJ	0.495
2pxw_A		_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_12_G	_5_H_4_J_4_J_12_C_2_G_4_J_4_J_10_J_7_J	3-11	5-13	BjACBGBGGGGGBBbi	JJIccHJJCGJJJJ	0.495
7s2r_B		_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_0_-_12_G_0_-_2_B_17_B	_0_E_2_C_4_H_6_F_5_G_8_B_7_E_4_E_4_b_1_G_14_b_2_A_3_E	3-13	0-12	BjACBGBGGGGGBBbi	ECHFGBEEbGbAE	0.575
8gbx_H		_1_C_2_B_7_G_2_B_7_G_12_G_0_-_12_G_12_G_0_-_12_G_2_B_0_-_17_B_8_b	_0_B_4_B_5_G_0_-_17_G_6_F_4_B_7_E_4_E_4_b_1_H_14_D_3_D_8_D_3_b	3-14	0-13	BjACBGBGGGGGBBbi	BBGGFBEEbHDDDbAJCbBAIcEE	0.606
6rak_C		_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_0_-_12_G_2_B_17_B	_0_C_3_A_5_F_8_F_5_G_5_B_7_E_4_E_4_b_1_E_3_B_3_B	3-13	0-11	BjACBGBGGGGGBBbi	CAFFGBEEbEBBE	0.677
6fsf_A		_2_j_3_A_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_12_G_2_B_17_B_8_b_6_i	_7_j_3_A_5_F_0_-_6_G_2_D_0_-_4_E_3_E_12_E_2_E_0_-_0_-_0_-_3_j	1-15	7-16	BjACBGBGGGGGBBbi	eJHFkcmjAFGDEEEEj	0.476
7n3c_H		_1_C_2_B_7_G_0_-_2_B_7_G_0_-_12_G_0_-_12_G_0_-_12_G_12_G_2_B_0_-_0_-_17_B_8_b	_0_C_3_B_5_G_3_b_1_F_5_G_4_C_7_E_0_b_1_E_4_b_1_H_11_D_3_D_8_D_10_J_4_C_0_b	3-14	0-17	BjACBGBGGGGGBBbi	CBGbFGCEbEbHDDDJCbBAIcEbE	0.475
6wfy_H		_0_B_2_j_3_A_1_C_0_-_2_B_7_G_0_-_2_B_7_G_12_G_0_-_12_G_0_-_12_G_12_G_0_-_2_B_0_-_17_B_8_b	_0_C_0_-_4_A_5_G_3_b_2_E_5_F_2_b_3_B_7_E_4_E_4_b_1_G_12_C_3_D_8_D_3_b_0_A_2_J_4_C_0_b	0-14	0-19	BjACBGBGGGGGBBbi	CAGbEFbBEEbGCDDbAJCbBAIbEbE	0.427
1ww1_A		_0_B_2_j_3_A_1_C_0_-_0_-_2_B_0_-_0_-_7_G_2_B_7_G_12_G_12_G_0_-_12_G_0_-_12_G_0_-_2_B_17_B	_4_B_5_j_0_-_2_B_5_b_3_j_7_E_3_k_1_b_3_E_5_E_2_H_6_I_5_H_8_c_5_C_12_j_3_D_6_k_4_C_6_B	0-13	2-21	BjACBGBGGGGGBBbi	EEBjBbjEkbEEHIHcCjDkCB	0.401
3ina_A		_0_B_0_-_0_-_2_j_0_-_3_A_0_-_0_-_1_C_2_B_0_-_7_G_2_B_7_G_12_G_12_G_0_-_12_G_0_-_12_G_2_B_17_B_8_b	_6_A_6_G_5_c_4_i_2_c_3_A_4_H_10_G_5_B_5_B_2_g_2_C_2_F_17_J_7_E_2_H_23_A_3_I_0_b_5_H_2_A_0_-_1_b	0-14	5-26	BjACBGBGGGGGBBbi	BbDHGAGcicAHGBBgCFJEHAIbHAbBJKAHK	0.405
2wjq_A		_1_C_2_B_0_-_0_-_7_G_2_B_7_G_12_G_12_G_12_G_12_G_2_B_17_B	_2_G_1_A_4_J_2_K_4_J_3_A_5_A_3_J_4_J_11_J_5_H_4_B_2_C	3-13	3-15	BjACBGBGGGGGBBbi	HJJGAJKJAAJJJHBCJ	0.453
3sy9_D		_7_G_2_B_0_-_7_G_12_G_12_G_12_G_12_G_2_B_0_-_17_B_0_-_0_-_8_b	_2_G_2_A_2_A_10_G_5_I_5_I_6_H_3_H_2_A_4_K_9_K_2_J_30_I_1_b	5-14	4-17	BjACBGBGGGGGBBbi	KJKKGAAGIIHHAKKJIbJbJJbL	0.477
5bw0_A		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_7_G_0_-_12_G_12_G_0_-_0_-_12_G_12_G	_6_A_0_-_5_A_2_C_4_E_4_G_0_-_2_I_2_A_4_E_2_H_5_A_9_d_4_G_3_G	0-11	1-13	BjACBGBGGGGGBBbi	oAACEGIAEHAdGG	0.640
7d4y_B		_0_B_2_j_3_A_1_C_2_B_7_G_0_-_2_B_0_-_7_G_0_-_12_G_0_-_12_G_0_-_0_-_12_G_12_G_0_-_2_B_17_B_8_b_6_i	_4_E_0_-_6_A_5_A_4_E_10_G_8_L_26_B_9_b_1_G_3_c_1_E_2_c_2_E_9_D_5_B_7_G_10_I_8_J_3_A_6_E_0_-_7_j	0-15	4-24	BjACBGBGGGGGBBbi	EEEEEAAEGLBbGcEcEDBGIJAEjCGGCbBBBDiCbDFjAAdqbDBBBDAAkDCb	0.446
6zc2_A		_3_A_1_C_0_-_2_B_7_G_2_B_7_G_12_G_12_G_12_G_12_G	_1_C_2_E_1_c_3_B_4_E_0_-_8_H_2_I_8_E_4_E_9_H	2-11	2-11	BjACBGBGGGGGBBbi	GJCEcBEHIEEH	0.646
2x03_B		_2_j_3_A_0_-_1_C_2_B_0_-_7_G_2_B_7_G_12_G_12_G_12_G_12_G_2_B_0_-_17_B_0_-_8_b_0_-_0_-_6_i	_5_j_10_D_0_b_1_D_3_E_18_b_4_E_24_B_21_D_4_G_6_G_4_H_5_J_6_C_2_C_3_C_6_I_0_c_7_L_4_H_3_h	1-15	27-47	BjACBGBGGGGGBBbi	klBAmmajbkcmhbABAlfbAAbdmmbjDbDEbEBDGGHJCCCIcLHhDEbEBBGFDFDDG	0.471
6hlv_A		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_12_G	_0_D_2_g_3_b_0_C_4_H_4_G_0_-_4_H_3_I_5_F_4_G_8_H	0-11	0-10	BjACBGBGGGGGBBbi	DgbCHGHIFGH	0.610
5fib_A		_0_B_0_-_2_j_3_A_1_C_2_B_0_-_0_-_0_-_7_G_0_-_2_B_7_G_12_G_12_G_12_G_12_G_0_-_2_B_17_B_8_b_0_-_6_i	_4_B_24_i_6_i_0_-_2_E_2_D_2_c_4_b_6_m_2_D_4_b_2_k_4_E_6_E_7_F_12_G_9_G_2_c_9_D_0_-_0_d_6_k_1_j	0-15	10-30	BjACBGBGGGGGBBbi	mmohFhcCbnBiiEDcbmDbkEEFGGcDdkjjc	0.364
3s88_H		_1_C_2_B_7_G_0_-_2_B_7_G_12_G_12_G_0_-_12_G_12_G_2_B_0_-_0_-_17_B_8_b	_0_D_0_-_10_G_3_b_2_E_5_F_16_E_4_E_4_b_1_G_6_C_3_C_9_D_10_J_4_C_0_b	3-14	0-14	BjACBGBGGGGGBBbi	DGbEFEEbGCCDJCbAIEbE	0.489
3kog_A		_3_A_0_-_1_C_2_B_7_G_2_B_7_G_12_G_0_-_0_-_0_-_0_-_0_-_12_G_12_G_12_G_2_B	_4_A_1_b_1_C_5_B_7_G_4_F_7_I_3_I_4_B_3_B_5_M_6_h_3_K_3_G_2_H_6_I_1_G	2-12	1-17	BjACBGBGGGGGBBbi	IAbCBGFIIBBMhKGHIG	0.438
8pg0_H		_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_12_G_2_B_17_B	_0_D_0_-_8_G_7_F_5_G_5_B_7_E_4_E_9_E_1_B_6_B	3-13	0-9	BjACBGBGGGGGBBbi	DGFGBEEEBBA	0.672
6qp7_A		_0_B_2_j_3_A_0_-_1_C_0_-_2_B_0_-_7_G_0_-_2_B_0_-_0_-_7_G_12_G_0_-_12_G_0_-_0_-_0_-_12_G_0_-_12_G_0_-_2_B_17_B_0_-_8_b_6_i	_6_B_4_h_11_G_4_E_6_E_7_b_20_D_4_b_2_F_7_D_2_B_4_C_2_A_12_G_2_H_1_b_6_H_17_D_2_A_5_A_2_E_7_F_7_G_0_h_2_C_6_C_1_b_12_b_2_h	0-15	7-35	BjACBGBGGGGGBBbi	CBDbFEbBhGEEbDbFDBCAGHbHDAAEFGhCCbbhACJIIJDDDccCCbFEbFCBBbFJ	0.362
