2hv6_A	_0_b_7_i_4_e_3_c_3_l	_3_c_7_i_7_d_1_f_4_j	0.630
5x55_A	_0_b_0_-_7_i_4_e_3_c_0_-_0_-_3_l_2_D_0_-_2_D	_2_b_2_D_29_j_0_-_13_d_2_D_4_A_11_k_4_D_1_f_8_D	0.466
4jp1_A	_0_b_7_i_4_e_3_c_0_-_3_l_2_D_0_-_2_D	_2_b_0_-_1_f_0_-_3_D_7_i_8_D_4_h_4_C	0.426
7e0v_A	_0_b_0_-_7_i_0_-_4_e_0_-_3_c_3_l_2_D_0_-_2_D	_3_b_0_D_2_g_6_D_3_k_3_D_2_d_1_k_3_D_4_j_6_C	0.408
6nry_A	_7_i_4_e_3_c_0_-_3_l_2_D	_0_i_0_-_1_b_11_F_12_k_2_F	0.472
3kic_A	_0_b_7_i_4_e_3_c_3_l_0_-_2_D_2_D	_4_b_3_g_0_-_0_-_0_-_2_P_4_D_5_D	0.368
1cr6_A	_7_i_4_e_0_-_3_c_3_l_2_D_0_-_2_D	_6_e_1_e_3_D_14_b_1_l_4_E_1_j_4_F	0.507
2tod_A	_0_b_7_i_0_-_4_e_3_c_0_-_3_l_2_D_0_-_2_D	_0_b_3_h_3_C_2_h_4_b_0_B_6_h_4_C_2_i_4_E	0.407
3ty2_A	_7_i_0_-_4_e_3_c_0_-_3_l_2_D_0_-_2_D	_3_f_11_E_4_d_2_d_9_E_7_m_7_E_4_b_2_C	0.456
1brw_A	_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_0_h_6_j_5_k_3_k_14_D_7_i_5_D	0.478
1tpl_A	_7_i_4_e_3_c_0_-_0_-_3_l_2_D_0_-_2_D	_0_i_4_b_2_b_2_A_11_f_10_k_3_D_2_j_5_C	0.427
4tzb_A	_0_b_7_i_0_-_4_e_0_-_0_-_3_c_3_l_2_D_0_-_2_D	_4_c_2_e_3_D_0_e_10_B_6_A_1_b_0_-_6_C_11_C_4_D	0.358
3wxe_A	_7_i_0_-_4_e_3_c_0_-_3_l_0_-_2_D_2_D	_6_j_7_c_10_f_6_e_1_A_1_k_12_e_12_D_5_B	0.466
1s1p_A	_0_b_7_i_4_e_0_-_3_c_3_l_2_D_0_-_2_D	_2_b_2_k_5_b_1_E_1_b_2_l_4_E_27_k_3_F	0.521
3ju1_B	_0_b_7_i_0_-_4_e_3_c_3_l_2_D_0_-_0_-_2_D	_2_b_11_g_3_G_12_i_0_-_5_m_5_D_1_A_2_c_5_C	0.479
5wh8_A	_7_i_0_-_4_e_3_c_0_-_3_l_2_D_0_-_2_D	_11_l_7_B_2_c_2_c_9_G_5_j_4_F_11_k_4_E	0.352
2dew_X	_0_b_7_i_4_e_0_-_3_c_0_-_3_l_2_D_2_D	_14_b_0_-_6_e_1_H_3_b_1_E_5_b_0_D_3_D	0.482
4bkp_C	_7_i_0_-_4_e_0_-_3_c_3_l_2_D_2_D	_10_j_3_C_14_o_3_D_2_b_23_l_7_F_1_B	0.384
1fo6_A	_0_b_7_i_4_e_0_-_0_-_0_-_3_c_3_l_2_D_2_D	_9_b_5_e_11_i_2_J_2_J_5_E_19_c_0_-_9_C_2_D	0.382
1wzc_B	_0_b_7_i_4_e_0_-_3_c_0_-_0_-_3_l_2_D_0_-_2_D	_4_b_2_g_6_c_6_B_7_f_3_C_4_C_4_k_4_F_2_f_4_D	0.419
2gnp_A	_0_b_7_i_0_-_0_-_4_e_3_c_3_l_2_D_0_-_2_D	_2_d_6_h_4_B_2_B_8_c_7_c_0_-_4_D_3_j_5_D	0.465
6avo_A	_0_b_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_1_b_2_A_7_d_1_f_6_m_7_B_1_A_7_B	0.509
2fv7_A	_0_b_7_i_4_e_3_c_0_-_3_l_2_D_0_-_2_D	_1_d_0_-_2_e_1_e_2_C_5_k_3_C_11_c_3_D	0.534
1kam_A	_0_b_7_i_0_-_4_e_3_c_3_l_2_D_2_D	_2_b_7_j_4_F_10_h_0_-_0_-_1_E_12_C	0.473
2e4z_A	_7_i_4_e_0_-_3_c_0_-_3_l_2_D_0_-_2_D	_4_f_2_c_4_B_5_c_7_B_4_k_5_E_2_l_5_F	0.421
5hvj_A	_0_b_0_-_7_i_4_e_3_c_3_l	_6_b_2_c_7_l_18_f_9_g_10_m	0.421
3v68_A	_0_b_7_i_4_e_3_c_3_l_2_D_2_D	_6_d_7_g_2_g_0_-_7_n_25_G_2_G	0.492
6cw7_A	_0_b_7_i_0_-_4_e_3_c_3_l_2_D_2_D	_4_b_5_j_4_C_0_f_0_-_0_-_8_C_10_B	0.458
4pmu_F	_0_b_7_i_0_-_0_-_4_e_0_-_0_-_3_c_3_l_2_D_0_-_2_D	_5_c_9_j_4_C_3_A_5_c_9_n_5_E_12_e_2_l_4_E_5_m_5_C	0.373
3uer_A	_0_b_7_i_4_e_3_c_0_-_3_l_0_-_0_-_2_D_2_D	_2_b_0_-_5_d_7_d_5_h_4_m_2_b_6_A_7_E_6_E	0.502
5gtx_A	_7_i_4_e_3_c_3_l_2_D_2_D	_4_k_4_C_0_b_3_j_6_C_2_C	0.432
4lqx_A	_0_b_7_i_4_e_3_c_0_-_3_l	_15_c_5_k_7_h_6_c_5_r_3_l	0.494
6kr1_D	_0_b_0_-_7_i_4_e_3_c_3_l_2_D	_2_b_0_D_2_k_0_-_0_-_5_l_8_D	0.475
3qf4_B	_0_b_7_i_0_-_4_e_3_c_0_-_0_-_0_-_0_-_0_-_3_l_2_D_0_-_2_D	_0_b_2_f_0_C_10_e_9_d_6_d_4_b_3_c_4_k_4_C_8_l_3_D_5_c_2_D	0.359
5h9f_G	_7_i_0_-_4_e_0_-_3_c_3_l_2_D_2_D	_0_f_5_m_6_c_7_F_6_c_10_m_6_D_4_B	0.504
4zjp_A	_7_i_0_-_4_e_3_c_3_l_2_D_2_D	_5_i_4_E_2_g_5_C_2_l_7_C_2_D	0.506
4plf_A	_7_i_4_e_3_c_0_-_3_l_0_-_2_D_2_D	_4_j_0_-_3_b_0_B_2_l_3_b_0_A_2_B	0.426
2g0i_B	_7_i_4_e_0_-_3_c_0_-_3_l_2_D	_7_k_2_g_5_A_3_b_3_A_9_n_5_B	0.393
2qog_B	_7_i_4_e_3_c_3_l_2_D_2_D	_0_j_0_-_3_c_18_k_13_A_6_A	0.439
1nuu_A	_0_b_7_i_0_-_4_e_3_c_3_l_2_D_0_-_0_-_0_-_2_D	_2_c_6_j_4_F_0_e_8_e_0_-_6_C_6_f_1_d_1_b_0_C	0.373
5mif_A	_0_b_7_i_4_e_0_-_3_c_0_-_3_l_2_D	_10_d_8_j_3_d_5_b_2_c_5_G_3_k_4_I	0.414
2xbb_A	_0_b_7_i_4_e_3_c_3_l_0_-_2_D_2_D	_3_c_3_m_10_f_6_c_4_j_3_b_4_D_4_D	0.575
2v77_A	_7_i_0_-_4_e_3_c_3_l_0_-_2_D_0_-_2_D	_4_h_1_D_4_h_21_b_28_k_2_H_3_C_11_n_4_C	0.375
1w5d_A	_7_i_4_e_3_c_0_-_0_-_3_l_2_D_0_-_2_D	_0_j_0_-_1_b_3_G_5_D_8_l_6_E_7_A_3_D	0.443
1q9h_A	_4_e_0_-_3_c_3_l_2_D_2_D	_7_f_0_B_4_d_0_-_1_B_3_D	0.488
1k8d_A	_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_2_j_2_i_0_-_1_j_11_G_4_J_5_E	0.418
1xng_A	_0_b_7_i_4_e_3_c_3_l	_4_e_20_i_4_c_13_d_3_k	0.724
1gwi_A	_0_b_7_i_4_e_3_c_3_l_2_D	_5_b_2_j_0_-_5_d_2_k_8_A	0.560
1nd1_A	_7_i_4_e_0_-_3_c_3_l_2_D_2_D	_12_j_5_b_4_E_4_b_0_-_2_B_11_D	0.466
4bih_A	_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_6_g_0_-_4_c_0_-_4_C_5_h_9_C	0.435
2orw_A	_0_b_7_i_0_-_4_e_3_c_3_l_2_D_2_D	_2_b_4_i_3_F_9_h_0_-_0_-_2_C_14_C	0.483
1ds6_B	_0_b_7_i_0_-_0_-_4_e_3_c_3_l_2_D_2_D	_0_e_5_i_16_F_8_B_4_e_0_-_0_-_1_D_3_G	0.396
3jcu_d	_0_b_0_-_0_-_7_i_4_e_3_c_3_l	_29_b_15_e_2_r_6_j_6_c_3_b_5_l	0.460
4qlx_B	_0_b_0_-_7_i_4_e_0_-_3_c_3_l_0_-_2_D	_5_b_3_E_2_g_4_h_2_G_2_k_5_l_3_q_3_D	0.363
3cpt_A	_7_i_0_-_4_e_3_c_3_l_2_D_2_D	_0_j_3_F_5_E_5_c_1_m_6_D_3_G	0.448
3f7c_A	_0_b_0_-_7_i_4_e_3_c_3_l	_3_b_5_n_6_j_11_i_1_k_9_l	0.425
3hv1_B	_0_b_0_-_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_0_b_11_C_3_g_0_-_9_b_0_-_1_C_2_i_4_D	0.481
1ac5_A	_0_b_7_i_0_-_4_e_3_c_3_l_2_D_2_D	_3_d_2_f_10_m_3_c_4_c_1_g_11_B_2_E	0.487
6h3r_A	_7_i_4_e_0_-_3_c_3_l_2_D_0_-_2_D	_1_h_7_b_0_B_7_b_0_-_3_B_2_b_0_C	0.377
2xxp_A	_7_i_0_-_4_e_3_c_0_-_3_l_2_D_2_D	_1_h_7_n_2_d_1_g_3_B_3_k_4_E_2_C	0.456
3k8p_D	_0_b_7_i_0_-_4_e_3_c_3_l_0_-_0_-_2_D_2_D	_6_d_2_g_3_a_5_f_2_g_10_l_5_n_4_j_5_C_3_C	0.418
4tr5_A	_0_b_7_i_4_e_0_-_0_-_3_c_3_l_2_D_2_D	_0_i_2_j_2_h_8_k_9_F_1_c_15_j_3_C_3_C	0.444
2drw_A	_0_b_0_-_7_i_0_-_4_e_3_c_0_-_3_l_2_D_2_D	_7_b_2_c_23_j_14_k_3_d_5_b_5_A_7_b_4_B_21_B	0.409
5bp7_A	_0_b_7_i_4_e_3_c_3_l_0_-_2_D	_5_b_3_h_11_k_2_d_6_k_5_b_0_F	0.537
1nar_A	_0_b_7_i_0_-_4_e_3_c_3_l_2_D	_0_b_7_k_5_E_2_e_0_-_4_k_5_D	0.615
3mq4_A	_7_i_0_-_4_e_0_-_3_c_3_l_2_D_2_D	_2_j_5_A_12_c_6_B_5_d_0_-_4_B_4_D	0.536
5jw6_B	_7_i_4_e_0_-_3_c_3_l_2_D_2_D	_7_i_3_c_10_B_8_c_2_c_2_G_8_F	0.489
1nxu_A	_7_i_4_e_3_c_3_l_2_D_2_D	_0_k_4_g_2_d_7_j_10_E_2_D	0.707
4h7n_D	_0_b_7_i_0_-_4_e_0_-_3_c_0_-_0_-_0_-_3_l_2_D_2_D	_5_c_3_e_3_D_8_c_2_b_1_c_2_B_4_g_4_D_2_k_3_C_4_D	0.353
1g62_A	_0_b_0_-_0_-_7_i_4_e_3_c_3_l_2_D_2_D	_8_b_1_B_4_B_5_j_3_B_9_c_0_-_0_B_4_C	0.415
7lao_A	_0_b_7_i_4_e_0_-_3_c_3_l_2_D_2_D	_2_b_2_g_7_G_7_G_6_c_6_i_5_D_2_F	0.476
2pu3_A	_0_b_7_i_4_e_3_c_3_l_2_D_0_-_0_-_2_D	_3_c_2_g_1_g_1_b_0_-_0_D_0_f_3_A_16_B	0.477
2vgn_A	_0_b_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_2_b_3_h_0_-_2_c_0_-_3_D_4_g_3_D	0.580
5ui3_A	_0_b_7_i_4_e_3_c_3_l_2_D_0_-_0_-_0_-_2_D	_1_b_2_g_5_e_1_e_7_h_6_B_7_k_1_b_11_b_1_C	0.437
2qss_A	_0_b_7_i_4_e_3_c_3_l	_1_e_10_n_1_f_1_c_11_m	0.493
1a53_A	_7_i_0_-_4_e_0_-_3_c_3_l_2_D_0_-_2_D	_9_i_4_C_5_i_3_D_0_b_2_j_6_C_2_h_4_D	0.401
4wfb_P	_7_i_4_e_3_c_3_l_0_-_0_-_2_D_0_-_2_D	_3_j_4_i_0_-_5_m_5_b_1_H_3_E_1_b_1_E	0.362
6tp1_A	_0_b_0_-_7_i_0_-_4_e_3_c_3_l_2_D_2_D	_1_b_0_C_20_i_4_D_0_d_0_-_13_k_5_C_5_E	0.581
6kwt_A	_0_b_7_i_4_e_0_-_3_c_3_l_2_D_2_D	_2_b_0_-_3_c_5_A_9_c_3_o_7_F_1_B	0.532
2pm7_C	_0_b_0_-_7_i_4_e_0_-_3_c_0_-_3_l	_7_b_4_k_4_i_4_e_2_k_4_d_2_c_6_i	0.376
6pfx_A	_0_b_7_i_0_-_4_e_3_c_0_-_3_l_2_D	_2_c_3_g_3_D_2_c_6_f_5_C_7_l_3_D	0.510
2a35_A	_7_i_0_-_4_e_3_c_3_l_2_D_0_-_2_D	_5_f_6_C_5_c_2_d_5_j_4_D_11_k_6_E	0.493
4z9l_A	_0_b_7_i_4_e_3_c_3_l	_4_c_4_g_9_c_2_b_3_m	0.685
1k3r_A	_7_i_4_e_3_c_3_l_2_D_2_D	_6_j_2_f_4_g_0_-_18_H_4_C	0.432
1hdg_O	_0_b_0_-_7_i_4_e_3_c_0_-_0_-_3_l_2_D_0_-_2_D	_20_b_2_B_3_g_0_-_1_b_3_G_5_H_5_j_7_C_5_c_6_C	0.355
4wb9_A	_0_b_0_-_7_i_4_e_3_c_3_l_0_-_0_-_2_D_0_-_2_D	_5_c_2_m_1_j_0_-_3_b_6_l_4_A_5_H_2_D_5_k_3_D	0.408
1qkr_A	_0_b_7_i_4_e_3_c_0_-_0_-_3_l	_0_c_3_g_8_f_8_b_2_t_3_j_2_l	0.383
3wbw_A	_0_b_7_i_0_-_4_e_0_-_0_-_3_c_3_l_2_D_0_-_2_D	_2_b_2_f_7_E_1_b_2_k_5_E_4_b_2_k_3_F_3_j_5_D	0.361
2ftx_B	_7_i_4_e_3_c_3_l_2_D_2_D	_0_j_2_C_0_b_0_-_1_C_8_C	0.358
2wa2_B	_0_b_7_i_0_-_4_e_0_-_3_c_3_l_2_D_2_D	_1_g_12_i_7_E_5_f_4_F_17_b_0_-_0_C_14_C	0.420
1p8j_A	_0_b_0_-_7_i_0_-_4_e_3_c_3_l_2_D_0_-_0_-_2_D	_2_b_1_A_19_i_16_E_7_g_8_C_15_m_3_D_4_b_3_b_8_F	0.364
5z9r_B	_7_i_4_e_3_c_3_l_2_D_0_-_0_-_2_D	_12_j_6_B_2_c_6_m_4_F_2_c_8_e_6_C	0.414
2dji_A	_0_b_7_i_0_-_4_e_3_c_0_-_3_l_2_D_0_-_2_D	_3_c_2_i_3_F_2_b_11_d_4_C_3_m_3_F_2_b_1_B	0.464
1wpl_A	_0_b_7_i_4_e_3_c_3_l_2_D_2_D	_6_b_2_j_1_c_2_c_0_-_4_A_7_J	0.485
1vpi_A	_7_i_4_e_3_c_3_l_2_D_2_D	_0_j_3_b_1_b_15_k_13_C_2_C	0.674
1ay7_B	_0_b_7_i_4_e_0_-_3_c_3_l_2_D	_0_b_3_j_10_i_5_E_1_f_3_k_4_E	0.554
1cv8_A	_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_15_k_6_g_5_e_4_i_5_B_5_h_4_F	0.445
3w9y_A	_7_i_4_e_0_-_0_-_3_c_3_l_2_D_2_D	_3_i_4_A_4_A_13_B_7_c_0_-_3_F_2_E	0.376
1p9e_A	_0_b_0_-_7_i_0_-_0_-_0_-_4_e_3_c_3_l_0_-_2_D_0_-_2_D	_4_b_2_B_5_f_0_A_2_A_5_B_2_f_2_c_9_l_10_A_4_D_8_F_2_D	0.418
1gy8_C	_7_i_0_-_4_e_3_c_3_l_2_D_0_-_0_-_2_D	_5_i_5_C_6_e_1_c_6_j_4_F_0_b_21_n_2_F	0.437
5my3_A	_0_b_7_i_4_e_3_c_3_l	_0_c_9_k_13_k_1_f_7_m	0.426
1bo1_A	_0_b_7_i_4_e_3_c_0_-_3_l_2_D_2_D	_11_b_5_A_1_e_10_n_6_F_0_k_16_B_5_F	0.397
6u0k_B	_0_b_0_-_0_-_7_i_4_e_3_c_3_l	_20_b_2_c_6_m_10_i_2_d_6_i_8_k	0.398
1s9a_A	_7_i_4_e_3_c_3_l_0_-_2_D_2_D	_3_g_1_g_21_A_0_-_16_I_9_D_21_C	0.364
3ovp_B	_0_b_7_i_0_-_4_e_3_c_3_l_2_D_0_-_2_D	_0_b_3_i_3_E_5_i_2_D_12_k_4_D_7_f_3_C	0.444
2aor_B	_0_b_7_i_4_e_0_-_3_c_0_-_0_-_3_l_0_-_2_D_2_D	_10_b_0_-_1_d_3_F_6_b_1_A_3_B_3_n_3_b_8_D_8_C	0.410
3bgk_A	_0_b_0_-_0_-_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_6_c_2_e_4_D_2_i_9_i_2_A_8_k_5_D_1_g_9_C	0.384
1uwc_A	_7_i_0_-_4_e_3_c_3_l_2_D_0_-_2_D	_7_i_10_E_4_b_3_b_0_-_6_D_5_b_0_C	0.456
2h28_A	_0_b_0_-_7_i_4_e_3_c_3_l_2_D_2_D	_2_b_0_C_4_i_0_-_0_-_0_-_22_D_2_E	0.391
2nsf_A	_0_b_0_-_7_i_0_-_4_e_0_-_0_-_0_-_3_c_3_l_2_D_0_-_2_D	_2_b_11_p_9_j_4_n_4_c_1_B_5_B_2_l_6_b_2_m_6_D_4_C_7_D	0.352
1byi_A	_7_i_4_e_0_-_3_c_3_l_2_D_2_D	_11_g_7_c_2_B_5_g_5_j_4_D_7_B	0.539
4j0q_A	_0_b_7_i_0_-_4_e_3_c_3_l_0_-_2_D_0_-_2_D	_1_b_3_m_9_B_2_d_4_b_2_k_6_b_3_B_3_B_5_E	0.421
3lad_A	_7_i_0_-_4_e_0_-_3_c_3_l_2_D_2_D	_3_k_3_D_12_e_1_m_3_b_10_q_2_C_1_C	0.383
3bfd_A	_0_b_0_-_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_13_b_9_A_1_j_6_j_8_c_0_-_5_H_3_H_6_G	0.409
1n67_A	_0_b_7_i_4_e_0_-_3_c_3_l_2_D_2_D	_2_b_0_-_8_b_0_B_1_b_0_-_1_E_2_D	0.428
1ll8_A	_0_b_7_i_4_e_3_c_3_l_2_D_2_D	_3_d_0_-_11_c_6_d_0_-_19_B_7_C	0.419
4zqb_A	_0_b_0_-_7_i_0_-_0_-_4_e_3_c_0_-_3_l_2_D_2_D	_3_c_7_C_5_i_3_A_4_n_2_h_11_b_1_D_5_i_3_E_8_D	0.367
4le6_A	_0_b_0_-_7_i_0_-_0_-_4_e_3_c_0_-_3_l_2_D_2_D	_1_b_0_A_3_i_8_J_4_C_14_f_4_b_2_B_5_f_12_B_11_D	0.375
2bev_B	_0_b_0_-_7_i_0_-_4_e_3_c_0_-_3_l_2_D_0_-_2_D	_3_b_1_d_5_f_9_F_6_b_5_d_5_B_4_k_4_E_2_c_1_D	0.437
1lcs_A	_0_b_7_i_0_-_4_e_3_c_3_l_2_D_2_D	_0_b_21_g_3_D_5_b_2_b_0_-_10_B_11_D	0.541
5ujc_A	_0_b_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_1_a_6_j_2_f_0_-_3_m_7_C_13_f_4_B	0.609
2noc_A	_7_i_4_e_3_c_3_l_2_D_2_D	_2_i_0_G_0_-_6_k_4_B_12_F	0.365
6yme_A	_0_b_7_i_4_e_3_c_0_-_3_l_2_D_0_-_2_D	_1_b_0_-_3_b_5_c_2_D_10_j_3_C_10_j_2_D	0.506
6wrs_S	_0_b_7_i_0_-_4_e_0_-_3_c_3_l_2_D_0_-_2_D	_0_j_68_h_4_C_9_i_6_D_4_d_0_-_7_D_5_e_3_C	0.359
7lvi_A	_0_b_7_i_4_e_3_c_3_l	_12_c_1_j_2_b_2_c_10_l	0.757
4kzy_K	_7_i_4_e_3_c_3_l_2_D_2_D	_0_j_1_B_0_-_22_i_3_C_6_C	0.350
2nxx_E	_7_i_4_e_0_-_3_c_3_l_2_D_2_D	_0_k_5_d_8_q_4_b_2_o_2_A_4_B	0.383
6a41_A	_0_b_7_i_4_e_0_-_3_c_3_l_0_-_2_D	_1_b_6_j_1_j_1_G_10_c_18_j_1_b_6_C	0.483
2ydv_A	_0_b_0_-_0_-_7_i_4_e_3_c_3_l	_2_a_12_p_5_u_8_j_1_c_2_d_2_l	0.431
3hdq_G	_0_b_7_i_0_-_4_e_0_-_3_c_3_l_2_D_0_-_2_D	_4_g_5_j_9_k_6_f_3_b_2_d_0_-_16_D_3_g_5_C	0.401
2bvj_B	_0_b_7_i_4_e_3_c_3_l_2_D	_9_b_4_i_4_e_0_-_1_l_6_B	0.730
5eik_A	_0_b_7_i_4_e_3_c_3_l	_3_f_1_j_1_i_5_c_1_l	0.661
4jjt_C	_0_b_7_i_4_e_3_c_0_-_3_l	_2_c_7_h_1_d_9_f_4_B_1_l	0.551
1fs7_A	_0_b_0_-_7_i_4_e_3_c_0_-_0_-_3_l_2_D_2_D	_1_b_12_c_5_h_1_c_4_c_9_c_12_h_10_i_6_G_5_G	0.398
1x3s_A	_0_b_7_i_4_e_0_-_3_c_3_l_2_D_0_-_2_D	_3_b_0_-_3_d_4_F_3_d_1_g_12_B_10_i_4_A	0.379
2hfh_A	_7_i_4_e_3_c_3_l_2_D	_0_i_8_h_3_c_3_k_18_A	0.672
3kjh_A	_0_b_7_i_4_e_3_c_0_-_0_-_3_l_2_D_0_-_2_D	_4_b_1_g_0_-_15_b_2_A_4_D_12_j_8_E_8_c_4_E	0.442
3r4t_A	_0_b_0_-_7_i_0_-_4_e_0_-_0_-_3_c_3_l_0_-_2_D_2_D	_2_b_0_E_15_j_3_D_13_d_5_C_9_E_0_c_15_l_2_o_3_F_2_F	0.405
2f3g_A	_0_b_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_1_b_0_-_0_-_3_c_0_-_5_F_3_B_4_E	0.355
2ma1_A	_0_b_7_i_4_e_3_c_3_l	_3_c_2_h_5_c_8_d_2_j	0.677
1z8o_A	_0_b_7_i_0_-_4_e_0_-_0_-_0_-_3_c_3_l_2_D_2_D	_4_b_3_h_3_r_5_f_1_A_3_A_2_t_1_h_1_k_6_D_3_B	0.367
3eby_A	_0_b_7_i_4_e_0_-_3_c_3_l_2_D_2_D	_3_b_0_-_1_b_0_J_0_d_14_h_3_E_3_E	0.493
1ag9_A	_7_i_0_-_4_e_3_c_3_l_2_D_2_D	_5_k_4_D_0_b_2_d_0_-_3_D_2_A	0.399
2lkz_A	_4_e_3_c_0_-_0_-_3_l_2_D_2_D	_7_f_8_b_0_A_12_D_4_j_5_B_2_F	0.378
6nqi_A	_0_b_0_-_7_i_0_-_4_e_3_c_3_l_2_D	_3_b_3_C_2_j_9_A_2_b_2_e_1_g_6_D	0.446
2dua_A	_7_i_0_-_4_e_3_c_0_-_3_l_2_D_0_-_2_D	_3_i_3_C_1_f_10_j_6_C_7_k_4_D_13_k_6_E	0.378
1qfz_A	_0_b_7_i_4_e_3_c_3_l_2_D_0_-_0_-_2_D	_2_b_3_i_4_F_0_-_13_m_3_F_3_l_4_i_3_E	0.385
1to6_A	_0_b_7_i_0_-_4_e_0_-_3_c_3_l_2_D_2_D	_1_b_13_j_4_E_9_d_4_B_10_d_0_-_3_B_11_E	0.572
6skp_B	_0_b_7_i_4_e_3_c_3_l_2_D_0_-_0_-_2_D	_2_b_2_g_20_b_5_e_3_o_22_A_0_j_7_i_1_C	0.422
3p8c_B	_0_b_7_i_0_-_4_e_0_-_3_c_3_l_2_D_2_D	_1_c_3_e_9_b_9_d_2_k_2_d_1_j_4_D_2_C	0.533
2gre_A	_4_e_3_c_3_l_2_D_2_D	_0_c_2_e_9_i_6_C_5_D	0.650
2eth_A	_7_i_4_e_0_-_0_-_3_c_3_l_2_D_2_D	_0_j_2_c_4_c_2_k_5_d_4_k_3_B_10_B	0.501
1wrm_A	_0_b_7_i_4_e_0_-_3_c_3_l_2_D	_3_b_0_-_1_e_2_E_12_C_11_l_3_D	0.479
2ydx_A	_7_i_0_-_4_e_3_c_3_l_2_D_0_-_0_-_2_D	_5_j_3_C_6_e_1_d_5_j_2_F_0_b_18_l_4_D	0.456
6ovk_B	_7_i_4_e_0_-_0_-_3_c_3_l_2_D_2_D	_0_j_7_c_3_A_2_E_0_g_0_-_5_D_5_D	0.458
2ge3_A	_0_b_7_i_4_e_3_c_0_-_0_-_3_l_2_D_2_D	_4_b_0_-_4_c_2_h_3_B_2_A_3_i_6_F_4_D	0.430
1jnd_A	_0_b_7_i_0_-_0_-_4_e_0_-_3_c_3_l_2_D_0_-_2_D	_0_d_8_i_2_H_6_B_10_i_5_F_11_e_3_m_4_D_16_n_4_E	0.402
2pwd_A	_0_b_0_-_7_i_4_e_3_c_0_-_0_-_3_l_0_-_2_D_2_D	_9_b_3_e_11_j_1_c_9_c_11_c_3_d_5_k_2_c_1_C_7_G	0.444
3kzx_A	_7_i_0_-_4_e_3_c_0_-_3_l_2_D_0_-_2_D	_3_i_3_H_0_i_3_b_2_D_10_i_7_D_2_h_3_D	0.391
1tf1_A	_0_b_7_i_4_e_3_c_3_l_2_D_2_D	_4_f_4_j_0_-_0_-_12_k_2_C_6_H	0.380
4fm4_B	_7_i_4_e_3_c_3_l_0_-_2_D_0_-_2_D	_0_l_4_h_3_e_2_l_5_f_29_C_12_b_3_F	0.447
1wch_A	_0_b_0_-_7_i_4_e_3_c_0_-_0_-_3_l_2_D_2_D	_0_d_14_l_2_h_10_b_1_c_26_G_2_G_4_k_4_C_4_A	0.370
2w36_A	_7_i_0_-_4_e_3_c_3_l_2_D_2_D	_10_j_8_D_11_h_0_-_0_-_3_D_17_E	0.406
1dmu_A	_7_i_4_e_3_c_3_l_2_D_2_D	_1_k_1_c_19_c_6_f_5_B_9_E	0.572
6ui3_A	_0_b_7_i_4_e_0_-_3_c_3_l_0_-_2_D_0_-_2_D	_1_b_0_-_3_e_8_E_4_c_12_m_1_b_3_E_7_m_4_D	0.531
3sgt_B	_4_e_3_c_3_l_2_D_0_-_2_D	_2_f_0_-_4_o_4_E_6_p_3_D	0.393
2v54_A	_7_i_4_e_0_-_3_c_3_l_2_D	_2_i_4_g_7_D_3_c_12_k_6_C	0.602
1mzp_A	_0_b_7_i_0_-_4_e_3_c_0_-_3_l_2_D_2_D	_2_f_3_h_3_C_5_d_1_f_3_B_7_g_1_D_5_G	0.372
2c4v_A	_0_b_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_3_b_0_-_0_-_5_c_4_l_4_E_3_i_5_F	0.557
1bbu_A	_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_0_g_5_d_1_i_10_l_4_F_0_b_12_H	0.507
3kt8_D	_7_i_4_e_0_-_3_c_0_-_3_l_2_D_0_-_0_-_2_D	_2_j_5_d_2_D_1_h_5_E_8_m_3_D_1_f_5_l_8_D	0.373
3ubu_B	_7_i_4_e_3_c_3_l_2_D_2_D	_1_j_4_A_0_-_5_l_3_F_26_D	0.525
1ecs_A	_0_b_0_-_7_i_4_e_3_c_3_l_2_D_2_D	_5_b_3_E_2_i_11_F_0_-_0_-_5_E_5_E	0.350
3jxg_A	_0_b_7_i_4_e_3_c_0_-_3_l_0_-_2_D_2_D	_0_b_0_-_1_e_2_c_7_A_1_b_1_A_7_B_10_C	0.484
1hei_A	_4_e_3_c_0_-_3_l_2_D_2_D	_0_e_0_-_10_D_6_k_7_D_14_D	0.608
1hhs_A	_0_b_7_i_4_e_0_-_0_-_0_-_3_c_3_l_2_D_2_D	_2_c_2_k_3_i_4_B_9_B_18_o_1_e_3_j_5_E_2_E	0.373
5odv_A	_0_b_7_i_4_e_3_c_3_l_0_-_2_D_2_D	_0_b_0_-_0_-_4_c_6_l_6_k_9_B_8_B	0.490
